Name,Review,Overall Sentiment,Cast,Plot,Direction,Soundtrack,Acting,Cinematography
Wonder Woman 1984,"The first film was a fantastic big screen debut for the DC Comics heroine, this was highly anticipated follow-up, the ninth officially in the DC Extended Universe. It has been delayed a number of times since late 2019, then the COVID-19 pandemic did so again, but I'm glad I finally got to see it, directed by Patty Jenkins (Monster). Basically, in her childhood, young Diana (Lilly Aspell) competed in a multistage athletic competition on Themyscira against older Amazons. She is disqualified for taking a shortcut during the competition; her mother, Queen Hippolyta (Connie Nielsen), and her aunt Antiope (Robin Wright) lecture her on the importance of truth. In 1984, decades after the First World War, Diana Prince (Gal Gadot) works as a senior anthropologist at the Smithsonian Institute in Washington, D.C. She also continues to fight crime as Wonder Woman. Diana meets new co-worker, Barbara Ann Minerva (Kristen Wiig), who is insecure, unnoticed by others, and tries to befriend Diana. Whilst researching ancient Mediterranean civilisations and antiquities, Diana is handed a mysterious Dreamstone, which seemingly grants wishes upon contact with any user. Both Diana and Barbara both hold the stone and are unknowingly granted their desires: Diana wishes for her deceased lover, Steve Trevor (Chris Pine), whose soul is transported into another man's body; Barbara wishes to be ""like Diana"", and slowly becomes beautiful, strong, and powerful. Maxwell Lord (Pedro Pascal) is a charismatic businessman and entrepreneur, but he is actually a fraud with a failing business. Lord visits the Smithsonian, it is clear that he knows the power of the stone and wants to get his hands on it. He manages to manipulate Barbara during a gala night at the institute in order to acquire the stone. He makes the wish to become the embodiment of the stone and gains its power. In doing so, he can grant one wish to a person, and take whatever he desires from them. Over the next few days, Maxwell rises to become a powerful influential figure, while leaving chaos and destruction. Diana is overjoyed to have Steve back in her life, and he is amazed by the many innovations of the future. But Diana realises that her wish has come at a price, as she is slowly losing some of her abilities. Barbara however embraces her newfound beauty and popularity and takes advantage of her strength and powers. Diana, Steve, and Barbara investigate the Dreamstone further, it is discovered it was created by the God of Treachery and Mischief. The stone grants a user their wish but takes their most cherished possession in return, and the only way to reverse the condition is by renouncing their wish or destroying the stone itself. Steve realises that his existence comes at the cost of Diana's power. Both Diana and Barbara are unwilling to renounce their wishes and try to figure out another solution. Maxwell is desperate to reach out to as many people as possible to grant their wishes and gain more money and power. He manages to get himself a meeting with the President of the United States (Stuart Milligan), who tells him about a satellite broadcast system that can transmit signals globally. Barbara, desperate to keep her power, is determined to stop Diana from harming Maxwell, and joins him as they travel to broadcast station that he will use to communicate to the entire world, offering to grant their wishes. Steve convinces Diana that she must let him go and renounce her wish, she reluctantly does so and regains her strength, and gains the ability to fly. She returns home and dons the armour of the legendary Amazon warrior Asteria, then heads to the broadcast station. She battles Barbara, who has made another wish with Maxwell, transforming her into apex predator creature Cheetah. After defeating Barbara, Diana confronts Maxwell, who has already communicated to millions of people who make their wishes. But Diana uses her Lasso of Truth to communicate with the world via him, convincing everyone to renounce their wishes, after realising the consequences. Maxwell is convinced to renounce his own wish after realising he will lose his son, Alistair (Lucian Perez). The world is eventually restored, and Maxwell is reunited with his son, telling him the truth about his fraudulent lifestyle. Sometime later, Diana is walking the streets during the Christmas holidays, and she meets the handsome man (Kristoffer Polaha) whose body Steve was inhabiting, and she continues to protect the world. In a mid-credit scene, Asteria (Lynda Carter, who famously played Wonder Woman on television) is revealed to be alive and living among humanity in secret, much like Diana. Also starring Amr Waked as Emir Said Bin Abydos, Natasha Rothwell as co-worker Carol, Ravi Patel as Babajide, Oliver Cotton as Simon Stagg, Gabriella Wilde as Raquel, Kelvin Yu as Jake, and Asim Chaudhry as co-worker Roger. Gadot remains perfect casting as the beautiful warrior princess, Pine is both charming and amusing as he discovers the 80s, Wiig who is normally comedic gives an interesting serious performance, and Pascal is pretty good as the power-hungry villain. I agree that it is little bit long, and the various storylines going on make it a bit messy, but you cannot help but be thrilled by the explosive chase and fight sequences, with fantastic special effects, and one or two good songs, including Frankie Goes to Hollywood, in the soundtrack, an entertaining superhero action. Good!",1,1,-1,1,1,1,1
Wonder Woman 1984,"I did actually enjoy the 2017 movie ""Wonder Woman"" quite a bit, so I was definitely looking forward to this 2020 movie from writers Patty Jenkins, Geoff Johns and Dave Callaham.And while ""Wonder Woman 1984"" was definitely a watchable movie, it just wasn't really up to par with the 2017 movie in anyway. Why? Well, simply because the storyline felt way too comical and the villains in the movie weren't really all that interesting or menacing.The storyline told in ""Wonder Woman 1984"" just fell short of being all that entertaining. Sure, it was a watchable movie, but it was hardly an outstanding or particularly memorable foray into the D.C. world of superheroes. For me, the storyline here felt like something that had been ping ponged around a breakfast table, with the writers just tossing out ideas and settling on something that seemed like something that could be made into a Saturday morning cartoon.Of course it was nice to have Gal Gadot return to portray Diana/Wonder Woman in this 2020 movie, and she was joined with talents such as Chris Pine, Kristen Wiig and Pedro Pascal. I must admit that Pedro Pascal's performance was actually the most brilliant and enjoyable in the movie, and his character was the one with the most appeal in the movie. Mind you, as a villain he just wasn't all there. I mean, it was more of an average Joe come into power situation, so it took away from the usual superpowered villain stuff you'd expect to see in a D.C. movie.For me, the whole granting wishes thing concept of the movie just felt out of place, and like something that belonged in a whole different type of movie. It just failed to captivate me, and proved to have little entertainment value in terms of being the focal point of a superhero movie.Visually then ""Wonder Woman 1984"" was all there, just like the 2017 movie was. So the visual effects team definitely worked their magic with this 2020 movie, no doubt about that.While I have now seen ""Wonder Woman 1984"" once, I doubt that I will be returning to watch it a second time, as the storyline just felt out of place and too weak for a movie for Wonder Woman.My rating of ""Wonder Woman 1984"", sadly, lands on a very mediocre five out of ten stars.",0,1,-1,0,0,1,1
Wonder Woman 1984,"I find this film long and boring. The build up take far too long, and scenes just drag on and on. It doesn't have the powerful touch of the original.",-1,0,-1,0,0,0,0
Wonder Woman 1984,"So I finally figured out why this movie is called Wonder Woman 1984. That's because it takes its inspiration from the pre-Marvel Cinematic Universe superhero movies that are adaptions of the comics in name only. I'm looking at you, Supergirl, which came out in 1984*.Yes, before superhero movies took over the world, we got movies like Superman IV: The Quest for Peace and the Spider-Man and Captain America TV movies (and Superman III and the Cannon Captain America too, while we're at it).In 1984, we were lucky if we got a great superhero film.In 2020, we forgot what that time was like.Directed by Patty Jenkins from a script she wrote with Geoff Johns** and Dave Callaham, based on a story by Johns and Jenkins, this is a movie that people have really hated with a passion. So many people have said that it's campy, but they really have no idea what that word means. This is in no way the 1960's Batman TV series. It's not Barbarella. We could only dream that it could be a tenth of a percent as campy as Danger: Diabolik or Flash Gordon***.It's the very definition of a movie that has no idea what it wants to be, the story that it wants to tell or how the characters will learn or grow along the way. It only hamfistedly smashes plot points - Honesty is good! Lies are bad! - with all the subtlety of Obnoxio the Clown.It all starts in the home of the Amazona, Themyscira, where a kid version of Diana Prince competes against the older Amazons and learns that cheating won't get her anywhere. This is generally called foreshadowing, but again, this is a plot point hammered home so completely that even Bizarro would find himself saying, ""Me not get it!""We move to 1984, sixty-six years after we last saw our heroine in the last movie, and she's spent the decades pining for Steve Trevor (Chris Pine), who sacrificed himself to save everyone from a bomber filled with poison. Now she's the senior anthropologist at the Smithsonian, working alongside the mousy Barbara Ann Minerva (Kristen Wiig) when she's not foiling robberies at malls that look so garishly 1980's that Nightwing's first costume would fit right in.Trust me. I was in the 1980's. I was eight when they started. Everything in here is exactly the 80's marketing people think the 80's are. Anachronism abounds to the point that I was expecting Rip Hunter to show up and ask Wonder Woman to fix things. ""Diana! Operation Wolf came out in 1987, not 1984! Per Degaton is ruining everything! The Cro-Mags didn't release The Age of Quarrel until 1986 and that kid already has the shirt! Cronos is destroying the time-space continuum! That man is walking a goldendoodle, which wasn't bred until 1990! Monarch is back!""That's when this film's McGuffin comes into play. The Dreamstone can give anyone their wish. Wonder Woman wants Steve back. Barbara wants to be Diana. And Max Lord (Pedro Pascal) wants it all.Yes, Max Lord. The guy who was behind the Justice League International before coming back to kill off Blue Beetle and ruin the DCU for so many people in Countdown to Infinite Crisis.While this isn't a mainstream character, it doesn't have to be. But the truth is, Wonder Woman 1984 is more Max Lord's movie than it is Diana's. He's the one that takes the journey, who changes and becomes a better person at the end once he sees where his bad decisions have taken him. And much like 1984, the year when comic book movies had nothing in common with their print inspirations, he's Max Lord in name only****. He's more Donald Trump than L-Ron's best pal, but that's completely intentional.Within a few days, Lord has pretty much ruined the world with wish after wish*****. Barbara has wished to become an apex predator, a term nobody used in 1984. And Diana has realized that Steve - in another man's body that had sex with Diana without consent, which was a major issue with so many people and something that while upsetting is also something fictional with no way of happening in our reality and to be blunt, we got bigger things to be upset about in 2020 - shouldn't be back from the dead.And that's pretty much it.The biggest sacrifice - Steve going back to death - is made by Steve more than Diana. Barbara never gives up her wish, gets electrocuted and still lives. And Max actually comes out as the person who learns the most, telling his son that he is not a good man.Maybe it's the amount of horror and exploitation films that I watch on a regular basis, but movies are best between 66 and 75 minutes. This one goes near double that and I already told you the whole story in a few paragraphs. It drags. And drags. And then drags some more for good measure.It also doesn't have any real reason to be set in 1984 other than the title and ""Welcome to the Pleasuredome"" by Frankie Goes to Hollywood getting used in one scene. And yes, to be completely OCD, this movie takes place on the Fourth of July and that song was released until October 29 of that year.It's also a $200 million dollar movie that has effects that feel unfinished (just look at the kids turn into obvious dummies when she saves them), a final fight scene that makes the end of Ang Lee's The Hulk look well lit and invalidates much of what we knew of Wonder Woman in Justice League, which claims that she was in hiding the whole time. As for those who claim continuity doesn't work, the old DCU was the most continuity heavy universe ever. Ask Ambush Bug. And continuity is a major reason why the MCU works so well.That said, Gal Gadot is fine as Wonder Woman, for all she is given to do. Kristen Wiig is playing Kristen Wiig and if you told me that this was the same character she was essaying in the Anchorman sequel, I would have believed you. And I guess Pascal is fine, but by the end of this movie, I was moved to ennui and struggling to say anything nice.I mean, go back and watch that fight scene in the mall. It has almost sitcom level mugging in it. I mean, the worst part for me was when Steve is amazed by an escalator and a subway train. The first movie was set in London during the First World War and all of those things existed there at that time. Maybe Steve is just a moron.There you go. I've spent more time figuring this movie out than it really deserved. Let's get back to Jess Franco movies, people.*But some really great comic films came out in 1984. One is based on a comic strip that not many people know called Sweet Gwendoline by John Willie and that would be the strangely great The Perils of Gwendoline in the Land of Yik Yak. The other two aren't based on any comic book but get the tone perfect and those would be The Adventures of Buckaroo Bonzai Across the 8th Dimension and The Toxic Avenger.**Who actually wrote some decent comics every once in a while, like DC's JSA.***Which is the answer to the question, ""What are Sam's two favorite comic book adaptions?""****Just like how its mentioned that the Dreamstone comes from Dolos, The Duke of Deception, who was the first major challenge that Diana faced pst-Crisis.*****One of those wishes is to get his company back from Simon Stagg, who we all know - I'm joking, like four or five of us know - is the father-in-law of Metamorpho.",-1,0,-1,0,-999,0,0
Wonder Woman 1984,"Greetings again from the darkness. Some of the key elements that make Wonder Woman appealing is that she's smart, she's nice, she's dedicated to doing good, she's grounded in her history, and her use of her powers makes sense (in a comic book kind of way). Most of that holds true in filmmaker Patty Jenkins' sequel to her 2017 blockbuster WONDER WOMAN. So why did that one work so well, while this one falls short? It's not an easy question to answer, though it could be as simple as having the wrong target.Gal Gadot returns as Diana Prince, and this time she's plopped into 1984 (the year, not the novel). This creates a cornucopia of opportunity for social commentary and satire from Ms. Jenkins and her co-writers Geoff Johns and Dave Callaham. After all, it was the era of atrocious popular music, outlandish fashion, and a relentless pursuit of greed by the ""me"" generation. The film pounces on each of these by using the return of Diana's main squeeze, Steve Trevor (Chris Pine), as a device for highlighting the absurdity of belly bags and pastel tank tops for men. In the first movie, the WWI pilot wakes up in Themyscira, and this time, he just kind of materializes in the year of GHOSTBUSTERS, shopping malls, and President Ronald Reagan. While this certainly qualifies as extreme culture shock, the parade of outfits and Steve's wide-eyed tour through the city are over-the-top, even for their attempted comedic effect.Over-the-top also describes the film's two main villains. Pedro Pascal (""Game of Thrones"") plays TV hypester and con man Maxwell Lord. He's a greedy, self-centered man willing to do anything to get ""more"". Kristen Wiig is Barbara Minerva, a bumbling, forgettable klutz who works at the same museum as Diana. She simply wants to be cool like Diana and have people acknowledge her existence. Things shift quickly thanks to the Dreamstone sitting in Barbara's in-box waiting for research. What follows is more than two hours of seeing the fallout of people having their wishes come true. If you've learned anything about human nature during this pandemic year, then you won't be surprised at how people react to gaining power.Maxwell Lord is not dissimilar to Lex Luthor in SUPERMAN (1978), as his goal is ultimate power and control - though to what end, he's not sure. Barbara Minerva was never really power hungry, but a taste of it was much to her liking, and she transitions to The Cheetah for Wonder Woman's biggest fight scene. There is also a message about what one sacrifices to have their wishes come true. This aspect of the film could be psychoanalyzed were one so inclined. Lord's relationship with his son is convoluted, and the early Barbara is a mess ... making their ""sacrifices"" a bit less obvious than that of Diana.The opening sequence is the one this viewer most enjoyed. Spectacular camera work takes us to a competition on Themyscira, as a very young Diana (Lilly Aspell returns) goes against the grown warriors, while Antiope (Robin Wright) and Hippolyta (Connie Nielsen) look on and teach hard life lessons. Not only do these actors return, but most of Ms. Jenkins' WONDER WOMAN crew is back, including cinematographer Matthew Jensen. The changes include Film Editor Richard Pearson and Hans Zimmer provides the new score. Some of the dialogue is tough to take. As an example, Diana says ""I don't know what to think, Steve. I only hope I'm wrong."" And later, Steve explains, ""Flying is easy. It's only wind and air."" Dialogue like this makes us want to renounce our own wishes. It may be one film later than it should have been, but Ms. Jenkins does deliver a much-appreciated cameo at film's end, and if nothing else, it leaves us wondering, 'what would you give up for a wish?'",0,1,0,0,0,1,0
Wonder Woman 1984,"... in that I can enjoy a good one, but film noir and precode are really my preferred genres. From that perspective, I don't think that this movie is nearly as bad as everybody says.There are big plot holes. Why is everybody wearing heavy coats and then suddenly it is the Fourth of July? Why is it OK to kidnap some random man's body from his life? Did he have a family who wondered where he was? Was he losing a job he wasn't showing up to? And how does a WWI pilot - the resurrected Steve - know how to operate a 1980s airplane? This last one is basically the same problem with Independence Day, a much worse movie that people apparently loved.In fact, reading the negative reviews, THAT is what I expected - Independence Day 2020. Hammy acting, over the top dialogue, shrill characterizations, and stuff that doesn't make sense on a much bigger scale than what I actually saw in this film. Maybe it is because people expected more action - this film is more philosophical. Maybe because folks expected more Wonder Woman in a movie that bears her name.About being philosophical, there was one thing I noticed, maybe it was intentional, maybe not. Pre magical powers, Max Lord is a greedy guy, but he is tethered to humanity through the unconditional love of his son. It is what ultimately brings him back from the brink. Kristen Wiig's character, Barbara, is a mousy timid person with zero confidence who was probably bullied as a child. Nobody ever helps her - even when she is being assaulted - unless they take pity on her. It wouldn't be because she means anything to them. When she gets the power to be like Wonder Woman she goes completely wild. For the first time in her life she has confidence and strength. And she is totally unconnected to humanity because nobody ever cared about her or even noticed she was alive, and so the feeling is understandably mutual. So she would die before she would give up that power and go back to what she was - a nobody. So think about that if you ever decide to bully somebody - adult or child. It has lasting consequences.Before all of this happened you would have said that Barbara is much more integrated into society than Max is. That's because she didn't have the strength or confidence to NOT be integrated into society.The Han Zimmer score was on point but not overpowering, the acting spot on. I think it is the large as well as smaller themes of the plot and the fact that the CGI seemed amateurish that people noticed. I noticed it. And I've always been a rather easy grader.",0,1,0,0,1,1,0
Wonder Woman 1984,"This movie has some really bad points. It isn't the worst action hero movie ever. It's 80% bad with some redeeming qualities here and there.
Firstly the bad points:
1. The story. This silly ""wish"" premise is weak and wears thin very fast. Be careful for what you wish for. Even a 1984 movie wouldn't have such a simplistic premise. It gets too overblown at the end. The writers really did a bad job. It's beyond low mentality and cliched. And things really fizzle out at the climax.
2. Long winded scenes. Many scenes could have been cut in half to keep the momentum going. From the overlong competition in the beginning, almost every scene could have been trimmed by a quarter.
The good points:
1. Gal Gadot is watchable and likeable - she could read the phone book and it would be watchable.
2. Pedro Pascal of Narcos is the villain here and he looks quite different - good that he has a big movie role.
3. Kristen Wiig has a remarkable transformation and her character is quite interesting.
4. Watch out for Lynda Carter.
The cast is good but they can't save a bad story. Chris Pine looks a bit haggard.
5. The production values are fine - it is a big budget movie. And the cinematography is good.They had better think carefully about who they get to make Part 3.",-1,1,-1,-1,0,1,1
Wonder Woman 1984,"I DO wonder what this would've been like an hour shorter.Much better! Wish granted!Wish wishes were true. Then I'd wish for more Wonder Woman in this Wonder Woman movie. You will have to settle for just Diana for the majority of the film. Wonder Woman, herself, is in this about 20 of 151 LONG minutes and there's even an hour and 21 minutes that pass without an appearance.But, that's not to say this was a bad movie. It was good, just...so...damn...long. It's the classic setup villains superhero sequel, like Batman Returns, only: every scene is probably 4-6 minutes past it's point. Everything drags when we already know where everything's headed.Wonder Woman somehow doesn't reappear into society until 1984 and after her latest appearance, she discovers an ancient rock that grants wishes. Diana (Wonder Woman,) her new friend and a con man get wishes and like they always say: Be careful for what you wish for.The movie starts off great, but then seems to completely slow down for the next 2 hours until a weird, but so-so final act that leaves me with a desire to never see this again. The end credit scene is worth it, but only if you already have HBOMax and you can fast forward to the end.That all said, it's not a complete waste and it IS worth watching once. The first Wonder Woman and Batman v Superman: The Ultimate Edition were WAY better. This is better than the theatrical cut of Justice League AS A MOVIE, but Wonder Woman was used much better there than in this film.This just should've been edited down more and we needed to see more of the main title character in the first follow-up sequel. That's what sequels are made for: doubling down on the first one. Here, it was half of the last one.***Final thoughts: At least we get to see the Mandalorian, a Ghostbuster, Captain Kirk and Wonder Woman all in one movie. There's a fanboy dream.",1,0,0,0,0,1,0
Wonder Woman 1984,"""At the end of 2020, here comes Jenkins' belated WONDER WOMAN sequel, thankfully Yours Truly is currently in China, where cinema remains open, and is able to watch its 3D version on the vast screen. WW 1984, its time-line is set among the Cold War nuclear hysteria, and our heroine Diana Prince (Gadot) does the usual superhero good deeds while remain certain degree of anonymity in Washington D.C.. Still pining for her lost lover, the WWI pilot Steve Trevor (Pine), she alights on a magical wish-granting gem, makes her wish and hey presto! Steve's soul is tossed back into our world (inhabiting another man's body, but in the eyes of his smitten beholder, he is the same old Steve all right), but soon it occurs to her that this miracle has a price to pay, the star-crossed lovers have to brave another adieu when Diana must choose to do the right thing, the emotional crunch is well-wrought, and Pine's soulful blue eyes are too irresistible to take our eyes off, and Gadot also passes muster to act out some real affect other than her acrobatic fighting showmanship.""read my full review on my blog: cinema omnivore, thanks",0,1,0,0,-999,0,0
The Midnight Sky,"It's 2049 in the Arctic Circle. A science station is being evacuated as an apocalyptic event spreads throughout the world. Augustine Lofthouse (George Clooney) is the only one staying behind since he has a terminal illness anyways. He is shocked to find a little girl left behind. Meanwhile, there is a spacecraft returning to Earth from an Earth-like moon orbiting Jupiter. The crew members are Sully (Felicity Jones), Adewole (David Oyelowo), Mitchell (Kyle Chandler), Sanchez (Demián Bichir), and Maya (Tiffany Boone). They are confused with their inability to contact Earth.This looks physically good but ultimately lifeless. In general, there are three stories being told. The flashback to young Lofthouse is rather unnecessary. It adds very little to his story. I assumed that Clooney may be trying to connect it with the little girl but that doesn't happen. The girl and Clooney hold the best part of the movie. The general premise doesn't make sense but if one ignores that, it actually works as a small adventure. There is no way that everybody would evacuate the base for certain doom. I just watched Greenland where people are killing each other for any small chance of a fractionally longer life. Having said that, one can ignore the flawed premise for the sake of the movie. That finally gets to the spacecraft section. It is the least compelling group. Clooney is doing a mix between Gravity and Steven Soderbergh's Solaris. He has great actors and wastes them with paper thin characters. It's a thriller trying to be thrilling and failing. It doesn't help that the ending is a story fading out to whatever. Only Clooney and the little girl serve as good movie material. Even there, the premise screws up the narrative.",0,1,-1,-1,-999,0,0
The Midnight Sky,"OK. What happened. This movie's first half is really engaging. As Augustine and the little girl make their way to transmitting station, it works very well. The bond that develops is sweet and yet terrifying. What happens next plays fast and loose with the first part. I wish we had some idea what happened to the earth. Then there's that space ship heading home and lots of superfluous stuff. Very slow but not really introspective. I'm disappointed in this.",-1,0,0,0,-999,0,-999
